src,dest,weight
pegasus-kickstart,eb63823cf4a64f0a,16.0
pegasus-kickstart,25a3aca780a120ce,18.0
pegasus-kickstart,4aa8ca3de32d9607,16.0
pegasus-kickstart,4d609dc7d9d12827,16.0
pegasus-kickstart,59eb74f5f1973aa4,18.0
pegasus-kickstart,4cbea8393307cacf,16.0
pegasus-kickstart,5367de8b236f4a8e,16.0
pegasus-kickstart,c462c2588bee089f,18.0
pegasus-kickstart,82968ccdc109e3aa,16.0
pegasus-kickstart,e6f50b6a2e1b2ec0,16.0
pegasus-kickstart,c578f547d3822321,18.0
pegasus-kickstart,e4f262e64765268d,16.0
pegasus-kickstart,25c9d27fc4ba402e,18.0
pegasus-kickstart,26dfaefe535db4c0,16.0
pegasus-kickstart,b08a432c8807d519,18.0
pegasus-kickstart,b950e3fb3773033d,16.0
pegasus-kickstart,fa7293ffb607c158,16.0
pegasus-kickstart,fd81559ddddcfffe,18.0
pegasus-kickstart,363f82cc040f3714,16.0
pegasus-kickstart,50f4765d4ab0a771,19.0
pegasus-kickstart,0f9a17aab0923a3a,16.0
pegasus-kickstart,5107a3d163b2bba2,18.0
pegasus-kickstart,c0214eb4bbda2148,16.0
pegasus-kickstart,70dd95bbfed703be,18.0
pegasus-kickstart,f9d549166b3a8585,16.0
pegasus-kickstart,2e352c0f9ab94cbc,16.0
pegasus-kickstart,76db13ca0139fb70,18.0
pegasus-kickstart,b1d239c88f3de76e,16.0
pegasus-kickstart,07658ab682d2cbd6,18.0
pegasus-kickstart,0a0bc51e195a333c,16.0
pegasus-kickstart,841a5c8f31d1c788,16.0
pegasus-kickstart,4c6ec1a76a48c747,18.0
pegasus-kickstart,2136a88fb36c57e7,16.0
pegasus-kickstart,adde0e3dc916e765,18.0
pegasus-kickstart,0f149983d108e1f1,16.0
pegasus-kickstart,0d81ce33e53f1608,16.0
pegasus-kickstart,3f0f28ad7081702c,18.0
pegasus-kickstart,decda2df349409a5,16.0
pegasus-kickstart,130f07bfdc86841c,16.0
pegasus-kickstart,1e9cdc71213fb47e,18.0
pegasus-kickstart,9657a2586f6000e3,16.0
pegasus-kickstart,e291529881652b84,16.0
pegasus-kickstart,19190e727a1997eb,18.0
pegasus-kickstart,b84ce67fe699e9f1,16.0
pegasus-kickstart,1f7357db8b8e8322,16.0
pegasus-kickstart,082f501be84459d8,18.0
pegasus-kickstart,981db80d1a1040b7,16.0
pegasus-kickstart,51a202fe8bba6b27,18.0
pegasus-kickstart,070a41dcce62714d,16.0
pegasus-kickstart,4790976f988f4194,16.0
pegasus-kickstart,e476b834095972ec,18.0
pegasus-kickstart,2d7f6b5856c063e8,16.0
pegasus-kickstart,9c20b603a88839ab,16.0
pegasus-kickstart,6e76cd86a5accf7b,18.0
pegasus-kickstart,507baa14348f69a9,16.0
pegasus-kickstart,5ec6101b7a5155b0,18.0
pegasus-kickstart,9a4d8b8f9c356812,16.0
pegasus-kickstart,347570d55052f1e4,18.0
pegasus-kickstart,c0a2cc16b995b8a0,16.0
pegasus-kickstart,0bdf44a5706d32bd,16.0
pegasus-kickstart,bca8e061407c4413,18.0
pegasus-kickstart,4dafaf83f33fc229,16.0
pegasus-kickstart,ed25703a09c304b0,16.0
pegasus-kickstart,fd8c0f485b52ba9c,18.0
pegasus-kickstart,1e568f4f97e1cc88,16.0
pegasus-kickstart,03bd3b31b8e81c2e,16.0
pegasus-kickstart,7b4308c04046e975,18.0
pegasus-kickstart,780e014413d5acc0,16.0
pegasus-kickstart,d307220692ec114e,18.0
pegasus-kickstart,399f43d6318c0ebd,16.0
pegasus-kickstart,042657eb4a70c79c,18.0
pegasus-kickstart,77390d9104bbeb3b,16.0
pegasus-kickstart,b754bd2df467faa6,18.0
pegasus-kickstart,1a86fd524bd80100,16.0
pegasus-kickstart,94b9f83866fd73f6,18.0
pegasus-kickstart,8f064a6ef14247ac,16.0
pegasus-kickstart,a22b1fad5a7a4def,18.0
pegasus-kickstart,44a1e83fb8490523,16.0
pegasus-kickstart,5f42aec1669e0665,18.0
pegasus-kickstart,4e6579ccd4d6a66c,16.0
pegasus-kickstart,2b515ad5a01ab956,18.0
adb665fb37749890,mBackground,52513920.0
c0a2cc16b995b8a0,mBackground,53049600.0
f051e06a3f9dcf74,mProject,52536960.0
